id,gene_name,chromosome,start,end,strand,gene_type,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,tumoral_1,tumoral_2,tumoral_3,tumoral_4,tumoral_5,tumoral_6,tumoral_7,tumoral_8,tumoral_9,tumoral_10,tumoral_11,tumoral_12,tumoral_13,tumoral_14,tumoral_15,tumoral_16,Mean_normal,Mean_tumoral,Median_normal,Median_tumoral,FoldChange,log2FoldChange,pvalue,padj
ENSG00000134697.12_4,GNL2,chr1,38032417,38061536,-,protein_coding_gene,2821.8813627376,2255.2889754173,2254.2164127947,2341.5736136179,1862.0077460881,2162.3641755873,2029.784010661,2194.1015581225,3035.7924555851,2463.2837609603,3433.7522614427,3486.7030846955,2663.2511024244,2859.9162815252,2705.8687429936,3283.4741348927,3034.608503935,2487.8235059673,2928.6202359594,3010.0639924567,2897.0745466865,3910.5607293376,2081.779261658,3576.1640859137,2240.1522318783,2991.1710429021,2224.1589854586,2969.342114208,1.3350492159,0.4168929271,9.38E-05,0.0023287989
ENSG00000236081.1_2,ELFN1-AS1,chr7,1778266,1781927,-,lncRNA,0.7657751324,0.954013949,0.8902908423,2.0039140895,2.0586044733,3.1783892831,1.0293022366,1.0905077327,2.141652526,19.9635784319,14.410231313,9.8370933424,11.9027982231,21.4664476948,1.0594630944,2.0586044733,1.1344330856,1.0293022366,1.0557390901,18.8544907413,14.592006628,8.7240618613,8.7240618613,1.1224620483,1.4963497174,8.6297766657,1.0599049847,8.7240618613,5.8619757625,2.5513870029,9.44E-05,0.0023404686
ENSG00000237440.8_3,ZNF737,chr19,20718631,20748615,-,protein_coding_gene,1672.4528890689,4736.6792567457,4542.2638775981,4128.0630244355,2320.0472413944,3824.6617706371,3109.5220569,3731.7174611805,5641.1127534469,3826.3525327839,6274.6264345787,6440.0171081585,5177.7172270597,6344.3110414456,7223.4193773417,8211.7732439418,3644.9335039787,3411.1076122365,5957.535685479,5791.655920637,8452.1392237696,6466.710854705,4560.5033380061,8774.2858316344,3508.175947245,6012.3876055752,3778.1896159088,6116.0810600289,1.7138641577,0.7772527648,9.48E-05,0.0023447396
ENSG00000254821.1_4,AL136309.4,chr6,4135657,4146287,+,as_lncRNA,12.2524021177,21.9423208268,17.8058168467,22.0430549848,30.8790670993,15.8919464154,23.6739514428,9.814569594,17.1332202079,51.0180337705,68.9632498551,43.7204148551,70.4248894868,73.1810716869,27.5460404533,37.0548805192,48.7806226801,21.6153469695,43.2853026944,16.6363153599,38.1637096425,20.7196469206,34.8962474453,71.8375710918,19.2878911659,42.8110352274,19.8740688368,40.7245061685,2.2250930974,1.1538656994,9.65E-05,0.0023781253
ENSG00000267174.5_4,AC011472.2,chr19,11411453,11435117,-,sRNA,1481.0091059795,4508.6699229366,2442.9580713699,3141.1353353411,2195.5016707606,2723.8796155978,2816.1709194566,2449.2803675662,3729.6878740045,3661.0984668753,5303.9944254239,4870.4542148599,3479.5846805604,5825.2133062796,12671.1786085372,4856.247952484,2979.0212827414,3271.122508053,5848.7945591979,2719.4830175032,5852.5171198851,12365.2671806914,6813.4923136925,5633.6370204647,2719.825626126,5617.5496582034,2586.579991582,5087.2243201419,2.0654468228,1.0464539169,9.64E-05,0.0023781253
ENSG00000239672.7_3,NME1,chr17,49230897,49239789,+,protein_coding_gene,948.795388991,1143.8627248415,1129.7790789243,1379.6948506426,460.0980997796,991.6574563203,1519.2501012858,1378.4017740889,3009.0217990102,2343.5022903688,2149.1830701116,1641.7015778096,1017.6892480773,2245.195279355,2596.7440442746,2425.0360695321,1542.8289963931,1198.107803453,1373.5165562304,2266.9752397131,2240.4342484255,3269.3421825304,1077.4216398733,2536.7642291792,1118.9424343593,2058.3415171461,1136.8209018829,2242.8147638903,1.8395865821,0.8793815799,9.70E-05,0.0023899962
ENSG00000106069.21_3,CHN2,chr7,29161890,29553944,+,protein_coding_gene,2866.2963204144,2311.5757984078,1780.5816846719,1634.1919400132,5386.3386043554,1507.6159832733,1658.2059032327,1159.2097198232,3006.8801464842,6485.9448149914,12729.3807605701,8502.5276789486,16718.4720042321,12405.6552723684,6010.3341343003,3864.0005963597,13114.0464693414,3481.1001643283,1661.7333278299,2586.3924946238,2844.318830416,2573.59824909,4924.7329207163,3532.3880660296,2288.001994274,6527.5941206644,1719.3937939523,4394.366758538,2.8529564966,1.5124577481,9.73E-05,0.0023955416
ENSG00000250195.1_4,AC109927.1,chr4,139741108,139933800,-,as_lncRNA,271.8501719869,467.4668350061,241.268818273,329.643867728,734.9217969635,569.9911447653,188.3623093058,252.9977939783,485.0842971358,613.3254929361,1035.4780500634,480.9245634063,1166.4742258663,1453.8639575137,925.97074447,1243.3971018653,1825.3028347033,675.2222672381,1261.608212679,354.9080610118,472.5565223382,509.2671111547,575.7880828473,689.191697662,382.0628422509,860.5227014307,300.7470198575,682.20698245,2.2527496708,1.1716870078,9.97E-05,0.0024421983
ENSG00000233215.5_2,LINC01687,chr21,23381263,23470778,-,lncRNA,97.2534418094,273.8020033607,328.517320822,207.4051082665,893.4343414066,2287.3808207217,75.139063275,30.5342165146,167.0488970269,1005.9425354304,4077.0661593449,7059.7539887298,1583.0721636757,644.9691784675,2382.7324992141,1193.9905945065,6638.7024168327,3590.2062014125,673.5615394889,426.9987609049,7810.0909321366,148.3090516425,14836.3577029108,1385.1181676138,524.1832895221,3351.4950493337,240.6035558136,1484.0951656448,6.3941830508,2.6767600458,0.0001011875,0.0024765635
ENSG00000249267.6_2,LINC00939,chr12,126443234,126467920,-,lncRNA,42.883407412,101.1254785932,59.6494864365,169.3307405654,60.728831962,86.8759737375,95.7251080078,73.0640180886,20.3456989969,115.3451198288,686.5445918412,238.2762609604,297.5699555781,18.5392048274,596.4777221243,1445.1403402475,23.8230947972,492.0064691156,547.928587766,12.1999645973,359.187855459,258.4503326417,595.4172220352,960.8275133528,86.1728806004,416.7549958856,79.969995913,328.3789055186,4.8373698088,2.2742228336,0.0001014224,0.0024811787
ENSG00000261758.1_3,AC117382.2,chr3,136471472,136474622,+,as_lncRNA,3.8288756618,2.862041847,0.8902908423,2.0039140895,4.1172089466,5.2973154718,4.1172089466,4.3620309307,7.495783841,21.0726661226,15.4395335497,5.4650518569,18.8460971866,54.6418668596,7.4162416605,7.2051156565,10.2098977702,11.3223246031,6.3344345406,4.4363507626,4.4898481932,4.3620309307,10.9050773267,7.8572343382,3.434860842,12.3437221999,3.9730423042,7.6765090896,3.6366516845,1.8626107523,0.0001017093,0.0024871002
ENSG00000146039.10_3,SLC17A4,chr6,25754927,25781419,+,protein_coding_gene,15.3155026472,5.724083694,8.9029084234,6.0117422686,4.1172089466,5.2973154718,9.2637201298,4.3620309307,8.5666101039,5.5454384533,3.0879067099,24.0462281703,8.9270986673,86.8415384018,3.1783892831,6.1758134199,15.8820631982,602.1418084364,39.062346334,6.654526144,5.6123102415,3.271523198,274.8079486316,3.3673861449,7.374314064,68.5730584711,5.8679129813,7.610568124,9.27216668,3.212906501,0.000102646,0.0025088981
ENSG00000231651.1_3,DLG3-AS1,chrX,69672808,69675844,-,as_lncRNA,9.9550767206,15.2642231839,9.7931992657,15.0293556715,10.2930223664,14.832483321,12.3516268397,15.2671082573,31.0539616268,22.1817538132,33.9669738092,17.488165942,14.8784977789,29.2724286748,129.2544975118,54.5530185421,14.7476301126,14.410231313,60.1771281362,13.3090522879,17.959392773,135.2229588505,8.7240618613,103.2665084445,12.8482619533,43.7791413424,13.5920550804,25.727091244,3.4124424358,1.7708047095,0.0001029902,0.0025162027
ENSG00000078319.9_2,PMS2P1,chr7,99918615,99939531,-,pseudogene,175.3625053099,368.2493843109,267.9775435431,282.551886624,232.6223054814,332.6714116288,290.2632307335,159.2141289691,303.043832427,331.6172195079,455.9808908331,363.9724536688,291.6185564666,416.6442348043,520.1963793304,444.65856623,431.0845725216,319.0836933595,428.6300705838,328.289956436,508.4753078841,589.9646833719,419.8454770761,351.3306211208,263.6140495751,406.5272822264,275.2647150836,418.2448559402,1.5424870786,0.6252584039,0.0001059836,0.0025745843
ENSG00000206105.2_3,KRTAP20-4,chr21,31992946,31993169,+,protein_coding_gene,0.7657751324,0.954013949,0.8902908423,1.0019570448,1.0293022366,1.0594630944,1.0293022366,5.4525386633,2.141652526,8.8727015253,1.0293022366,10.9301037138,0.9918998519,0.9757476225,7.4162416605,11.3223246031,4.5377323423,1.0293022366,2.1114781802,1.1090876907,5.6123102415,94.8741727419,49.0728479699,11.2246204831,1.5228303999,13.3282203516,1.0156296407,5.0750212919,8.8899585796,3.1521766972,0.0001063396,0.0025798406
ENSG00000214185.3_2,XPOTP1,chr20,32801301,32803698,-,pseudogene,1215.2851350515,1998.6592231384,1449.393491323,1856.6264039512,1020.0385165137,1350.8154453081,1359.7082546061,1390.3973591482,1812.9088632471,1614.8316776039,3073.4964786175,2053.7664878191,1411.4734892923,2291.0554176122,3152.9621688133,2873.8118447086,3523.5491638213,1532.6310303622,2335.2948673187,2302.4660458143,1533.2831579906,2870.216352375,2546.3355557734,3872.4940666673,1455.11547863,2425.0360417398,1375.0528068771,2318.8804565665,1.6665374276,0.7368537183,0.0001067798,0.0025882535
ENSG00000154447.14_3,SH3RF1,chr4,170015407,170192256,-,protein_coding_gene,11783.7477367183,13525.0557548607,17602.8305346667,12636.6822485875,15590.840978439,17429.2273653048,8508.2122880951,6678.269354842,27057.6380133062,23245.3689085849,34619.5514272672,54741.2384297189,50710.8799297756,36696.8923343168,5480.6025871206,26973.8944134794,17946.7314139257,39470.652868568,60128.5641380064,14769.7207765459,25024.1689050092,10536.4857130117,27303.0421027401,24782.8395646226,12969.3582826893,29968.0169703749,13080.8690017241,27015.7662133928,2.3106786541,1.2083166383,0.0001075371,0.0026043335
ENSG00000106819.11_3,ASPN,chr9,95218487,95244788,-,protein_coding_gene,115.632044986,200.3429292883,503.0143259198,278.5440584449,100.8716191911,1385.777727422,600.0832039632,311.8852115423,435.8262890381,533.4711792084,564.0576256806,1334.5656634524,1200.1988208319,1815.8663254584,464.0448353294,1091.0603708421,3348.8464686415,1170.3166430637,468.7481560079,6235.2909969018,4088.0067799427,1166.8432739518,1076.3311321406,1052.8694013142,437.0188900947,1627.8964976128,295.2146349936,1128.951822397,3.7254102945,1.8973993242,0.0001095073,0.0026452387
ENSG00000263427.1_3,AC129492.2,chr17,7959543,7960939,-,lncRNA,4.5946507941,10.4941534389,11.5737809504,12.0234845372,4.1172089466,15.8919464154,15.4395335497,7.6335541287,16.0623939449,22.1817538132,21.6153469695,29.5112800272,30.7488954097,78.0598097994,76.2813427939,26.7618581527,22.6886617117,8.2344178931,20.0590427121,9.981789216,13.4695445797,52.3443711679,6.543046396,84.1846536232,10.2210390951,32.4205130131,11.0339671946,22.4352077625,3.1831752803,1.6704666006,0.0001095125,0.0026452387
ENSG00000197748.12_3,CFAP43,chr10,105889646,105992120,-,protein_coding_gene,221.3090132513,640.1433597737,332.0784841913,399.7808608616,490.9771668789,347.5038949498,335.5525291458,329.3333352649,448.6762041941,389.2897794224,656.6948269785,571.6444242306,583.2371129332,712.2957644195,620.8453732945,996.3645650709,480.9996282873,677.2808717114,486.6957205398,618.8709313894,510.7202319808,776.4415056577,1049.068438824,892.357328406,387.0848305397,654.4676692087,341.5282120478,619.858152342,1.6912067294,0.7580530224,0.0001102876,0.0026593266
ENSG00000004838.13_3,ZMYND10,chr3,50378541,50384283,-,protein_coding_gene,6.1262010589,22.8963347758,16.025235162,18.0352268058,7.2051156565,10.5946309436,30.8790670993,15.2671082573,10.7082626299,24.3999291946,17.4981380229,33.8833215127,18.8460971866,60.4963525945,112.3030880021,59.6995297253,31.7641263963,32.9376715726,19.0033036219,27.7271922666,68.4701849469,70.8830026232,37.0772629106,61.735412657,15.8786149699,42.9645547415,15.6461717097,33.4104965427,2.7122762941,1.4395041504,0.0001108773,0.0026700626
ENSG00000046774.9_3,MAGEC2,chrX,141290131,141293076,-,protein_coding_gene,0.7657751324,0.954013949,0.8902908423,2.0039140895,1.0293022366,1.0594630944,1.0293022366,1.0905077327,1.070826263,1.1090876907,1.0293022366,1.0930103714,1.9837997039,0.9757476225,1.0594630944,1.0293022366,1.1344330856,1.0293022366,1.0557390901,1.1090876907,1.1224620483,43.6203093066,1.0905077327,368.1675518455,1.1028211642,26.7299957659,1.0293022366,1.091759052,24.2920194443,4.602410524,0.000112205,0.0026961798
ENSG00000183654.8_3,MARCH11,chr5,16067248,16180871,-,protein_coding_gene,99.5507672065,64.8729485315,56.9786139095,21.0410979401,20.5860447329,41.31906068,24.7032536794,23.9911701186,427.2596789342,79.8543137277,288.2046262602,112.5800682519,1213.0935189069,211.7372340809,259.568458118,36.0255782825,155.4173327249,76.1683655116,11.6131299912,157.490452074,72.9600331401,83.9690954152,194.1103764144,4.4898481932,44.1303695998,211.5338818767,33.0111571797,133.9987004884,4.7876690671,2.2593234339,0.0001131943,0.0027148926
ENSG00000258947.6_3,TUBB3,chr16,89987800,90005169,+,protein_coding_gene,74.2801878387,26.7123905718,45.4048329591,22.0430549848,48.3772051222,46.6163761518,44.2599961757,50.1633557026,48.1871818347,9.981789216,56.6116230154,33.8833215127,124.9793813428,186.367795896,436.498794876,30.8790670993,100.9645446169,49.4065073589,61.2328672263,139.7450490234,1038.2773946862,225.7351006617,947.6512196861,59.4904885604,44.7321749383,221.8682579133,46.0106045555,81.0987059216,4.9576666026,2.3096612551,0.0001145816,0.002741403
ENSG00000131781.12_3,FMO5,chr1,146646930,146714700,-,protein_coding_gene,3442.9249950796,4236.7759474738,4534.2512600171,5219.1942461856,2645.3067481738,3339.4276734205,4532.0177479413,5954.1722203523,15363.14439516,5670.7653623548,9466.4926704102,8618.3867783147,5804.5979334777,9326.1957757824,13444.5866674195,13878.0820566642,4796.3830858456,4414.6772929639,11531.8380812488,5237.112075306,4635.7682595177,15428.5034017481,2824.415027603,13516.6879857415,4238.0088548305,8997.3523030974,4384.3968477076,8972.2912770485,2.1230343064,1.0861276842,0.0001151196,0.0027503525
ENSG00000148187.17_3,MRRF,chr9,125026882,125093622,+,protein_coding_gene,1379.9267885083,1991.9811254955,1866.0496055362,1935.7810104877,2287.1095698218,1967.4229662252,1733.3449665076,1533.2538721274,2621.3826918068,2134.9938045244,3263.9173923965,2741.2700114158,3205.8203214286,2615.9793759021,3316.1194853446,4121.3261555205,3107.2122214123,2921.1597475942,2631.957551639,1854.3946187869,1797.0617393433,3262.7991361345,1679.3819083045,2736.5624737783,1836.8587380887,2750.7086647083,1900.9153080119,2738.916242597,1.4976340095,0.5826851023,0.0001177724,0.0027996188
ENSG00000174371.16_3,EXO1,chr1,242011269,242058450,+,protein_coding_gene,44.4149576767,30.5284463677,31.1601794818,36.0704536116,64.8460409085,23.3081880759,62.7874364353,21.8101546533,51.3996606237,58.7816476051,59.6995297253,51.3714874548,81.335787858,82.9385479119,311.4821497416,89.549294588,58.9905204503,72.051156565,72.8459972174,46.5816830078,291.8401325604,220.2825619984,167.9381908305,37.0412475942,39.3657321514,109.6330997333,33.6153165467,72.4485768912,2.7841069319,1.4772146232,0.0001190879,0.0028284649
ENSG00000227910.1_3,AC092634.4,chr7,63385165,63386684,-,pseudogene,11.4866269854,34.3445021637,44.5145421168,28.0547972534,21.6153469695,42.3785237744,23.6739514428,20.7196469206,51.3996606237,31.0544553385,51.4651118322,37.1623526268,67.449189931,33.1754191647,94.292215398,75.139063275,68.065985135,39.1134849925,39.062346334,57.6725599144,47.143406029,82.8785876826,34.8962474453,69.5926469952,28.3484922033,54.9726707949,25.8643743481,51.4323862279,1.9423392673,0.9577952175,0.0001196624,0.0028408932
ENSG00000086232.12_3,EIF2AK1,chr7,6061875,6098861,-,protein_coding_gene,2523.9948362506,4799.6441773792,4498.6396263236,4037.8868904066,2630.8965168608,4785.5947972209,3745.6308391457,2774.2516719004,3772.5209245242,3482.5353486787,5918.4878607001,7108.9394554418,4461.5655339683,6579.4662184663,10560.7281245735,7894.7481550556,5895.6487457757,4027.659651986,7575.9837106144,4335.4237827978,6090.4790741267,9903.9912280659,12341.2760105727,10070.7294974317,3724.567419436,6876.2614576737,3891.7588647761,6334.9726462965,1.8461973283,0.8845567618,0.0001197349,0.0028413969
ENSG00000282787.1_3,AL157888.1,chr10,126850948,126851540,+,lncRNA,0.7657751324,4.770069745,1.7805816847,6.0117422686,1.0293022366,5.2973154718,5.1465111832,4.3620309307,5.354131315,11.0908769066,7.2051156565,8.744082971,6.9432989635,34.1511667872,20.1297987928,9.2637201298,4.5377323423,7.2051156565,10.5573909011,7.7636138346,6.7347722899,8.7240618613,15.2671082573,8.9796963865,3.6454160816,10.7907301907,4.5660503378,8.7340724162,3.0321862513,1.6003583734,0.0001201279,0.0028463887
ENSG00000238862.1,SNORD19B,chr3,52724760,52724843,+,snoRNA,49.7753836032,41.0225998067,27.5990161124,33.0645824773,49.4065073589,52.973154718,21.6153469695,21.8101546533,66.3912283056,60.9998229864,76.1683655116,75.4177156251,106.1332841562,56.5933621046,50.8542285292,110.1353393209,99.8301115313,76.1683655116,155.1936462459,45.4725953171,50.5107921739,29.443708782,51.2538634353,68.4701849469,37.1583432124,73.6897884052,37.043591142,67.4307066262,1.9812147885,0.9863852949,0.0001201291,0.0028463887
ENSG00000136261.14_3,BZW2,chr7,16685756,16746148,+,protein_coding_gene,2984.2256907975,1363.2859331097,1721.8224890778,1727.3739451764,1753.9310112405,1517.1511511225,1479.1073140567,1283.527601347,3142.8750818843,2305.7933088863,3539.770391817,3117.2655791697,3261.3667131365,2989.6907153167,4339.5608344957,6532.9812959762,2349.4109202427,2905.7202140446,2962.4038868428,2017.4305093142,1000.1136850437,3679.3730900126,2680.4680068912,3885.9636112471,1728.803141991,3169.3867402701,1619.4868201001,3053.4781472432,1.8331198421,0.8743011067,0.0001201506,0.0028463887
ENSG00000206857.1,RNU6-214P,chr6,120847440,120847546,-,snRNA,0.7657751324,2.862041847,0.8902908423,6.0117422686,1.0293022366,1.0594630944,1.0293022366,1.0905077327,4.283305052,1.1090876907,6.1758134199,5.4650518569,2.9756995558,0.9757476225,19.0703356985,37.0548805192,36.3018587387,6.1758134199,13.7246081714,3.327263072,6.7347722899,23.9911701186,1.0905077327,4.4898481932,1.8423031738,10.809110197,1.0443826655,5.8204326384,5.8950827581,2.5595120666,0.0001202036,0.0028464282
ENSG00000176749.8_3,CDK5R1,chr17,30813637,30818274,+,protein_coding_gene,19.9101534413,72.5050601234,73.0038490715,65.1272079098,45.2892984123,55.0920809067,58.6702274887,25.0816778513,65.3204020426,70.9816122024,154.3953354965,51.3714874548,47.6111928925,145.3863957514,272.2820152503,259.3841636342,102.0989777025,58.6702274887,127.7444299031,56.5634722238,80.8172674783,151.5805748405,190.8388532164,482.658680773,51.8349444006,144.8565680219,56.8811541977,114.9217038028,2.7950790883,1.4828891055,0.000120709,0.0028535195
ENSG00000254389.3_3,RHPN1-AS1,chr8,144448801,144450718,-,as_lncRNA,5.3604259265,9.5401394899,8.9029084234,3.0058711343,8.2344178931,4.2378523774,9.2637201298,7.6335541287,18.2040464709,11.0908769066,15.4395335497,19.6741866848,17.8541973347,21.4664476948,25.4271142646,8.2344178931,7.9410315991,9.2637201298,19.0033036219,8.8727015253,12.3470825314,19.629139188,17.4481237226,8.9796963865,7.0223611879,15.054726219,7.9339860109,16.4438286361,2.151496818,1.1053407066,0.0001207772,0.0028539156
ENSG00000148123.14_3,PLPPR1,chr9,103790991,104087417,+,protein_coding_gene,248.8769180162,256.6297522789,64.9912314905,414.8102165331,364.3729917718,141.9680546441,92.6372012979,63.2494484946,2300.1348129089,311.653641076,1606.7407914005,1728.0493971485,3406.1840915178,3884.4512851423,52.973154718,110.1353393209,174.7026951798,606.259017383,174.1969498678,106.4724183036,241.3293403865,207.1964692064,1728.4547562744,588.1701133141,205.9419768159,1076.6940170718,195.4224863302,449.9118771951,5.2281239486,2.386293345,0.0001211735,0.0028584065
ENSG00000250472.1_3,TRIM36-IT1,chr5,114484461,114485341,-,lncRNA,12.2524021177,38.1605579597,22.2572710584,12.0234845372,22.6446492062,26.486577359,5.1465111832,5.4525386633,49.2580080977,17.7454030506,69.9925520918,27.3252592844,68.441089783,26.3451858073,38.1406713969,86.4613878781,44.2428903377,74.1097610383,119.2985171822,34.3817184105,17.959392773,20.7196469206,35.986755178,44.8984819324,18.0529990106,48.4566700727,17.2548365881,41.1917808673,2.6836089182,1.4241744432,0.0001233282,0.0029018253
ENSG00000166788.9_4,SAAL1,chr11,18091482,18127638,-,protein_coding_gene,643.2511111804,866.2446656848,781.675359571,877.7143712149,777.1231886658,874.0570528464,621.6985509327,1076.3311321406,2310.8430755388,2264.7570643318,1975.2309921189,1486.4941050739,1514.6310738928,1404.1008287666,916.4355766208,1038.5659567733,1389.6805298394,1374.1184859191,957.5553547279,1154.5602859791,781.2335856233,857.1390778749,1525.6203179987,994.5013748021,814.7619290296,1371.5917303676,823.9600126279,1381.8995078792,1.6836504326,0.7515926304,0.0001240672,0.0029167379
ENSG00000280087.1_4,AC011481.3,chr19,45412632,45418225,+,protein_coding_gene,78.8748386328,42.9306277046,41.8436695898,66.1291649545,44.2599961757,185.4060415129,254.2376524509,81.7880799499,89.9494060914,214.0539242978,115.2818505041,73.2316948823,187.4690720142,428.3532062742,905.8409456772,401.427872291,269.9950743688,147.19021984,111.9083435514,349.3626225585,754.2944964639,619.4083921539,306.4326728789,139.1852939904,99.4337588714,319.5865679899,72.5020017937,242.0244993333,3.2156504726,1.6851106003,0.0001244043,0.002920946
ENSG00000201487.1,SNORD45B,chr1,76255162,76255233,+,snoRNA,32.162555559,40.0685858577,30.2698886394,29.0567542982,34.9962760459,43.4379868687,32.9376715726,19.629139188,99.5868424583,51.0180337705,77.1976677483,65.5806222827,58.5220912637,45.8601382571,47.6758392462,65.8753431452,72.6037174773,71.0218543284,43.2853026944,34.3817184105,32.551399401,37.0772629106,52.3443711679,47.143406029,32.8198572537,56.3578506619,32.5501135658,51.6812024692,1.7174495062,0.7802676838,0.0001251424,0.0029357877
ENSG00000232956.8_2,SNHG15,chr7,45022622,45026560,-,lncRNA,703.7473466366,468.4208489551,601.8366094191,517.0098350992,228.5050965349,416.3689960832,493.0357713522,553.977928194,1185.4046731332,1109.087690662,1019.0092142771,703.8986791674,646.7187034565,1070.3951418742,839.0947707326,1375.1477881557,1001.7044145699,504.3580959553,431.7972878541,809.6340141833,704.9061663383,923.6600495675,558.3399591246,926.0311898552,497.8628040343,863.0742399317,505.0228032257,881.37741015,1.7330400776,0.793305018,0.0001258884,0.0029482992
ENSG00000234768.1_3,AL611929.1,chr6,168595038,168605181,+,lncRNA,8.4235264559,12.4021813369,26.7087252701,4.0078281791,8.2344178931,34.9622821139,20.5860447329,9.814569594,51.3996606237,39.9271568638,264.5306748174,107.115016395,96.2142856369,105.3807432292,32.8433559251,15.4395335497,68.065985135,11.3223246031,11.6131299912,12.1999645973,31.4289373527,77.4260490192,20.7196469206,24.6941650628,15.642446947,60.6450393577,11.1083754654,36.3852563945,3.8819623656,1.9567861316,0.0001264112,0.002958258
ENSG00000181163.13_3,NPM1,chr5,170814120,170838141,+,protein_coding_gene,8948.0824215982,10698.3124239972,12562.0037853604,11279.0304529297,6435.1975834951,11048.0811479787,11411.8738976664,13485.2186221386,26471.896047449,19728.4518414957,17024.6589940834,16627.9667797719,11564.5603736186,16236.4404382736,17290.4376999437,22779.4877991571,16962.0434956395,11987.2538479501,9807.8161471026,21501.8830588642,15154.3601142248,16453.5806704534,11619.3598915483,17839.2893337809,10733.4750418955,16815.5929083348,11163.5558004542,16795.0051377057,1.5666554308,0.6476879093,0.0001269501,0.0029694001
ENSG00000249359.2_3,AC093274.1,chr5,21323982,21341484,-,lncRNA,16.0812777795,16.2182371329,39.1727970628,18.0352268058,22.6446492062,6.3567785662,5.1465111832,8.7240618613,23.5581777858,24.3999291946,60.728831962,41.5343941124,76.3762885984,16.5877095824,201.2979879283,132.779988527,34.0329925675,44.2599961757,22.1705208923,31.0544553385,5.6123102415,20.7196469206,124.3178815238,101.0215843478,16.5474424497,60.0282934812,16.1497574562,37.7836933399,3.6179889286,1.8551879932,0.0001273557,0.0029763768
ENSG00000234585.6_2,CCT6P3,chr7,64498732,64535091,+,pseudogene,663.1612646217,1173.4371572603,1324.7527733959,1047.0451117804,1263.9831465982,1123.0308800209,806.9729535285,912.7549722408,1469.1736328263,1155.6693736698,2023.6081972411,1091.9173610065,1744.7518395399,1392.3918572967,2166.6020279648,2370.48305099,1965.9725373156,1280.4519823845,1607.8906342344,1316.4870888158,1098.8903452949,1634.6710912652,1410.0264983362,1950.8390399617,1039.3922824308,1604.989159884,1085.0379959006,1538.5321335304,1.5443096523,0.626962059,0.0001273396,0.0029763768
ENSG00000253471.1_3,AC012574.1,chr8,23564654,23647000,+,lncRNA,194.5068836188,175.5385666145,203.8766028949,245.4794759676,418.9260103139,383.5256401581,97.7837124811,202.8344382757,200.2445111797,154.163189002,658.7534314518,355.2283706978,1541.4123698948,158.0711148438,716.1970517869,657.7241292152,903.0087361242,370.5488051917,509.9219805221,1557.1591176895,80.8172674783,811.337753103,2753.5320249798,2100.1264923868,240.3089162906,845.5153965967,203.3555205853,658.2387803335,3.5187121526,1.8150474996,0.0001274611,0.0029775834
ENSG00000113205.5_3,PCDHB3,chr5,140480057,140483411,+,protein_coding_gene,54.3700343974,82.0451996133,77.4553032832,152.2974708044,130.7213840537,156.8005379652,87.4906901147,66.5209716926,72.8161858835,51.0180337705,189.3916115424,189.0907942484,122.003681787,72.2053240644,936.5653754136,24.7032536794,267.7262081976,423.0432192605,225.9281652831,85.399752181,1414.3021808698,2386.0309190716,2155.9337874792,89.7969638647,100.9626989906,544.1222160373,84.767944864,189.2412028954,5.3901482342,2.430324949,0.0001277817,0.0029813037
ENSG00000220666.2_2,RCC2P7,chr6,56296748,56298011,-,pseudogene,9.9550767206,11.4481673879,15.1349443197,13.025441582,14.410231313,8.4757047549,14.410231313,13.086092792,21.4165252599,15.5272276693,12.3516268397,24.0462281703,28.7650957059,30.2481762973,37.0812083026,16.4688357863,22.6886617117,18.5274402596,21.1147818022,22.1817538132,20.2043168696,38.1677706433,27.2626933166,13.4695445797,12.4932362729,23.0951179392,13.055767187,21.7991395365,1.8537705154,0.8904626588,0.0001277388,0.0029813037
ENSG00000141384.12_3,TAF4B,chr18,23805900,23971649,+,protein_coding_gene,1394.4765160231,853.8424843479,783.4559412556,1253.4482630021,1215.605941476,746.9214815233,734.9217969635,600.8697606986,2052.7739461575,1248.8327396854,2501.2044350437,1959.7675958806,2857.6634734021,1112.3522896413,989.5385301316,2725.592322632,2051.0550187344,2866.6067290521,2673.1313761533,922.7609586308,725.1104832079,1455.8278231081,1410.0264983362,1932.8796471887,947.9427731613,1842.8202416866,818.6492128018,1946.3236215347,1.9438649916,0.9589280221,0.0001280248,0.0029857204
ENSG00000106628.10_3,POLD2,chr7,44154280,44163957,-,protein_coding_gene,1204.5642831985,1669.5244107361,1557.1186832456,1588.1019159539,763.7422595895,1484.3077951974,1706.5831083549,1587.7792587606,2100.9611279922,1905.4126525573,2056.5458688137,2733.6189388161,1357.9108972883,3369.2565404663,4862.9356031092,2792.4969680138,1956.897072631,1387.4994149954,2490.4885135646,2118.3574891644,3337.0796696238,5261.6998101099,1886.5783775109,2837.5840581261,1445.2152143796,2653.4576876739,1572.4489710031,2304.4230013645,1.8360513083,0.8766063753,0.0001283247,0.002991454
